sep=;
"Title: ASM Handbook, Volume 04 - Heat Treating";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Table 10. Notch Toughness and Fracture Toughness of 4340 Steel Tempered to Different Hardnesses";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"hardness, HB (unitless)";"equivalent tensile strength estimated from hardness (MPa)";"equivalent tensile strength estimated from hardness (ksi)";"Charpy V-notch impact energy (J)";"Charpy V-notch impact energy (lbf ft)";"plane-strain fracture toughness (MPa m0.5)";"plane-strain fracture toughness (ksi in0.5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"550";"2040";"296";"19";"14";"53";"48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"430";"1520";"220";"30";"22";"75";"68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"380";"1290";"187";"42";"31";"110";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ASM Handbook, Volume 04 - Heat Treating © 1991 ASM International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
