sep=;
"Title: ASM Handbook, Volume 04 - Heat Treating";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Table 22. Effect of Billet Size and Melting Method on Typical Transverse Strength and Ductility of H11 Mod Steel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"billet size (mm)";"billet size (in)";"melting method";"tensile strength (MPa)";"tensile strength (ksi)";"reduction in area (%)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"150 by 150";"6 by 6";"Air";"1965";"285";"16.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"150 by 150";"6 by 6";"Vacuum Arc Remelting, VAR";"1985";"288";"25.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"300 by 300";"12 by 12";"Air";"1972";"286";"7.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"300 by 300";"12 by 12";"Vacuum Arc Remelting, VAR";"2013";"292";"19.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ASM Handbook, Volume 04 - Heat Treating © 1991 ASM International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
